tag,date,cnt
flavor15,2015-03-07,0
flavor3,2015-03-08,0
flavor2,2015-03-08,0
flavor5,2015-03-08,0
flavor4,2015-03-08,0
flavor1,2015-03-08,0
flavor7,2015-03-08,0
flavor10,2015-03-08,0
flavor6,2015-03-08,0
flavor9,2015-03-08,0
flavor12,2015-03-08,0
flavor8,2015-03-08,0
flavor11,2015-03-08,0
flavor14,2015-03-08,0
flavor13,2015-03-08,0
flavor15,2015-03-08,0
flavor3,2015-03-09,0
flavor2,2015-03-09,0
flavor5,2015-03-09,0
flavor4,2015-03-09,0
flavor1,2015-03-09,0
flavor7,2015-03-09,0
flavor10,2015-03-09,0
flavor6,2015-03-09,0
flavor9,2015-03-09,0
flavor12,2015-03-09,0
flavor8,2015-03-09,0
flavor11,2015-03-09,0
flavor14,2015-03-09,0
flavor13,2015-03-09,0
flavor15,2015-03-09,0
flavor3,2015-03-10,0
flavor2,2015-03-10,0
flavor5,2015-03-10,0
flavor4,2015-03-10,0
flavor1,2015-03-10,0
flavor7,2015-03-10,0
flavor10,2015-03-10,0
flavor6,2015-03-10,0
flavor9,2015-03-10,0
flavor12,2015-03-10,0
flavor8,2015-03-10,0
flavor11,2015-03-10,0
flavor14,2015-03-10,0
flavor13,2015-03-10,0
flavor15,2015-03-10,0
flavor3,2015-03-11,0
flavor2,2015-03-11,0
flavor5,2015-03-11,0
flavor4,2015-03-11,0
flavor1,2015-03-11,0
flavor7,2015-03-11,0
flavor10,2015-03-11,0
flavor6,2015-03-11,0
flavor9,2015-03-11,0
flavor12,2015-03-11,0
flavor8,2015-03-11,0
flavor11,2015-03-11,0
flavor14,2015-03-11,0
flavor13,2015-03-11,0
flavor15,2015-03-11,0
flavor3,2015-03-12,0
flavor2,2015-03-12,0
flavor5,2015-03-12,0
flavor4,2015-03-12,0
flavor1,2015-03-12,0
flavor7,2015-03-12,0
flavor10,2015-03-12,0
flavor6,2015-03-12,0
flavor9,2015-03-12,0
flavor12,2015-03-12,0
flavor8,2015-03-12,0
flavor11,2015-03-12,0
flavor14,2015-03-12,0
flavor13,2015-03-12,0
flavor15,2015-03-12,0
flavor3,2015-03-13,0
flavor2,2015-03-13,0
flavor5,2015-03-13,0
flavor4,2015-03-13,0
flavor1,2015-03-13,0
flavor7,2015-03-13,0
flavor10,2015-03-13,0
flavor6,2015-03-13,0
flavor9,2015-03-13,0
flavor12,2015-03-13,0
flavor8,2015-03-13,0
flavor11,2015-03-13,0
flavor14,2015-03-13,0
flavor13,2015-03-13,0
flavor15,2015-03-13,0
flavor3,2015-03-14,0
flavor2,2015-03-14,0
flavor5,2015-03-14,0
flavor4,2015-03-14,0
flavor1,2015-03-14,0
flavor7,2015-03-14,0
flavor10,2015-03-14,0
flavor6,2015-03-14,0
flavor9,2015-03-14,0
flavor12,2015-03-14,0
flavor8,2015-03-14,0
flavor11,2015-03-14,0
flavor14,2015-03-14,0
flavor13,2015-03-14,0
flavor15,2015-03-14,0
flavor3,2015-03-15,1
flavor2,2015-03-15,0
flavor5,2015-03-15,0
flavor4,2015-03-15,0
flavor1,2015-03-15,0
flavor7,2015-03-15,0
flavor10,2015-03-15,0
flavor6,2015-03-15,0
flavor9,2015-03-15,0
flavor12,2015-03-15,0
flavor8,2015-03-15,0
flavor11,2015-03-15,0
flavor14,2015-03-15,0
flavor13,2015-03-15,0
flavor15,2015-03-15,0
flavor9,2015-03-16,1
flavor8,2015-03-16,1
flavor3,2015-03-16,0
flavor2,2015-03-16,0
flavor5,2015-03-16,0
flavor4,2015-03-16,0
flavor1,2015-03-16,0
flavor7,2015-03-16,0
flavor10,2015-03-16,0
flavor6,2015-03-16,0
flavor12,2015-03-16,0
flavor11,2015-03-16,0
flavor14,2015-03-16,0
flavor13,2015-03-16,0
flavor15,2015-03-16,0
flavor14,2015-03-17,5
flavor3,2015-03-17,1
flavor17,2015-03-17,1
flavor8,2015-03-17,1
flavor2,2015-03-17,0
flavor5,2015-03-17,0
flavor4,2015-03-17,0
flavor1,2015-03-17,0
flavor7,2015-03-17,0
flavor10,2015-03-17,0
flavor6,2015-03-17,0
flavor9,2015-03-17,0
flavor12,2015-03-17,0
flavor11,2015-03-17,0
flavor13,2015-03-17,0
flavor15,2015-03-17,0
flavor1,2015-03-18,1
flavor9,2015-03-18,1
flavor8,2015-03-18,1
flavor3,2015-03-18,0
flavor2,2015-03-18,0
flavor5,2015-03-18,0
flavor4,2015-03-18,0
flavor7,2015-03-18,0
flavor10,2015-03-18,0
flavor6,2015-03-18,0
flavor12,2015-03-18,0
flavor11,2015-03-18,0
flavor14,2015-03-18,0
flavor13,2015-03-18,0
flavor15,2015-03-18,0
flavor3,2015-03-19,1
flavor2,2015-03-19,0
flavor5,2015-03-19,0
flavor4,2015-03-19,0
flavor1,2015-03-19,0
flavor7,2015-03-19,0
flavor10,2015-03-19,0
flavor6,2015-03-19,0
flavor9,2015-03-19,0
flavor12,2015-03-19,0
flavor8,2015-03-19,0
flavor11,2015-03-19,0
flavor14,2015-03-19,0
flavor13,2015-03-19,0
flavor15,2015-03-19,0
flavor3,2015-03-20,1
flavor8,2015-03-20,1
flavor2,2015-03-20,0
flavor5,2015-03-20,0
flavor4,2015-03-20,0
flavor1,2015-03-20,0
flavor7,2015-03-20,0
flavor10,2015-03-20,0
flavor6,2015-03-20,0
flavor9,2015-03-20,0
flavor12,2015-03-20,0
flavor11,2015-03-20,0
flavor14,2015-03-20,0
flavor13,2015-03-20,0
flavor15,2015-03-20,0
flavor3,2015-03-21,0
flavor2,2015-03-21,0
flavor5,2015-03-21,0
flavor4,2015-03-21,0
flavor1,2015-03-21,0
flavor7,2015-03-21,0
flavor10,2015-03-21,0
flavor6,2015-03-21,0
flavor9,2015-03-21,0
flavor12,2015-03-21,0
flavor8,2015-03-21,0
flavor11,2015-03-21,0
flavor14,2015-03-21,0
flavor13,2015-03-21,0
flavor15,2015-03-21,0
flavor14,2015-03-22,10
flavor10,2015-03-22,1
flavor11,2015-03-22,4
flavor8,2015-03-22,2
flavor3,2015-03-22,0
flavor2,2015-03-22,0
flavor5,2015-03-22,0
flavor4,2015-03-22,0
flavor1,2015-03-22,0
flavor7,2015-03-22,0
flavor6,2015-03-22,0
flavor9,2015-03-22,0
flavor12,2015-03-22,0
flavor13,2015-03-22,0
flavor15,2015-03-22,0
flavor2,2015-03-23,1
flavor5,2015-03-23,3
flavor8,2015-03-23,2
flavor3,2015-03-23,0
flavor4,2015-03-23,0
flavor1,2015-03-23,0
flavor7,2015-03-23,0
flavor10,2015-03-23,0
flavor6,2015-03-23,0
flavor9,2015-03-23,0
flavor12,2015-03-23,0
flavor11,2015-03-23,0
flavor14,2015-03-23,0
flavor13,2015-03-23,0
flavor15,2015-03-23,0
flavor14,2015-03-24,6
flavor1,2015-03-24,1
flavor9,2015-03-24,3
flavor11,2015-03-24,2
flavor8,2015-03-24,8
flavor3,2015-03-24,0
flavor2,2015-03-24,0
flavor5,2015-03-24,0
flavor4,2015-03-24,0
flavor7,2015-03-24,0
flavor10,2015-03-24,0
flavor6,2015-03-24,0
flavor12,2015-03-24,0
flavor13,2015-03-24,0
flavor15,2015-03-24,0
flavor21,2015-03-25,1
flavor6,2015-03-25,1
flavor9,2015-03-25,1
flavor8,2015-03-25,20
flavor3,2015-03-25,0
flavor2,2015-03-25,0
flavor5,2015-03-25,0
flavor4,2015-03-25,0
flavor1,2015-03-25,0
flavor7,2015-03-25,0
flavor10,2015-03-25,0
flavor12,2015-03-25,0
flavor11,2015-03-25,0
flavor14,2015-03-25,0
flavor13,2015-03-25,0
flavor15,2015-03-25,0
flavor8,2015-03-26,5
flavor3,2015-03-26,0
flavor2,2015-03-26,0
flavor5,2015-03-26,0
flavor4,2015-03-26,0
flavor1,2015-03-26,0
flavor7,2015-03-26,0
flavor10,2015-03-26,0
flavor6,2015-03-26,0
flavor9,2015-03-26,0
flavor12,2015-03-26,0
flavor11,2015-03-26,0
flavor14,2015-03-26,0
flavor13,2015-03-26,0
flavor15,2015-03-26,0
flavor5,2015-03-27,5
flavor9,2015-03-27,1
flavor11,2015-03-27,1
flavor8,2015-03-27,8
flavor3,2015-03-27,0
flavor2,2015-03-27,0
flavor4,2015-03-27,0
flavor1,2015-03-27,0
flavor7,2015-03-27,0
flavor10,2015-03-27,0
flavor6,2015-03-27,0
flavor12,2015-03-27,0
flavor14,2015-03-27,0
flavor13,2015-03-27,0
flavor15,2015-03-27,0
flavor4,2015-03-28,1
flavor3,2015-03-28,0
flavor2,2015-03-28,0
flavor5,2015-03-28,0
flavor1,2015-03-28,0
flavor7,2015-03-28,0
flavor10,2015-03-28,0
flavor6,2015-03-28,0
flavor9,2015-03-28,0
flavor12,2015-03-28,0
flavor8,2015-03-28,0
flavor11,2015-03-28,0
flavor14,2015-03-28,0
flavor13,2015-03-28,0
flavor15,2015-03-28,0
flavor3,2015-03-29,2
flavor4,2015-03-29,1
flavor10,2015-03-29,1
flavor9,2015-03-29,1
flavor8,2015-03-29,7
flavor2,2015-03-29,0
flavor5,2015-03-29,0
flavor1,2015-03-29,0
flavor7,2015-03-29,0
flavor6,2015-03-29,0
flavor12,2015-03-29,0
flavor11,2015-03-29,0
flavor14,2015-03-29,0
flavor13,2015-03-29,0
flavor15,2015-03-29,0
flavor14,2015-03-30,1
flavor13,2015-03-30,1
flavor5,2015-03-30,1
flavor1,2015-03-30,1
flavor6,2015-03-30,2
flavor8,2015-03-30,2
flavor11,2015-03-30,4
flavor3,2015-03-30,0
flavor2,2015-03-30,0
flavor4,2015-03-30,0
flavor7,2015-03-30,0
flavor10,2015-03-30,0
flavor9,2015-03-30,0
flavor12,2015-03-30,0
flavor15,2015-03-30,0
flavor4,2015-03-31,1
flavor1,2015-03-31,2
flavor8,2015-03-31,1
flavor3,2015-03-31,0
flavor2,2015-03-31,0
flavor5,2015-03-31,0
flavor7,2015-03-31,0
flavor10,2015-03-31,0
flavor6,2015-03-31,0
flavor9,2015-03-31,0
flavor12,2015-03-31,0
flavor11,2015-03-31,0
flavor14,2015-03-31,0
flavor13,2015-03-31,0
flavor15,2015-03-31,0
flavor3,2015-04-01,1
flavor13,2015-04-01,24
flavor5,2015-04-01,1
flavor10,2015-04-01,8
flavor12,2015-04-01,1
flavor11,2015-04-01,5
flavor8,2015-04-01,5
flavor2,2015-04-01,0
flavor4,2015-04-01,0
flavor1,2015-04-01,0
flavor7,2015-04-01,0
flavor6,2015-04-01,0
flavor9,2015-04-01,0
flavor14,2015-04-01,0
flavor15,2015-04-01,0
flavor14,2015-04-02,10
flavor1,2015-04-02,1
flavor3,2015-04-02,0
flavor2,2015-04-02,0
flavor5,2015-04-02,0
flavor4,2015-04-02,0
flavor7,2015-04-02,0
flavor10,2015-04-02,0
flavor6,2015-04-02,0
flavor9,2015-04-02,0
flavor12,2015-04-02,0
flavor8,2015-04-02,0
flavor11,2015-04-02,0
flavor13,2015-04-02,0
flavor15,2015-04-02,0
flavor4,2015-04-03,1
flavor8,2015-04-03,1
flavor3,2015-04-03,0
flavor2,2015-04-03,0
flavor5,2015-04-03,0
flavor1,2015-04-03,0
flavor7,2015-04-03,0
flavor10,2015-04-03,0
flavor6,2015-04-03,0
flavor9,2015-04-03,0
flavor12,2015-04-03,0
flavor11,2015-04-03,0
flavor14,2015-04-03,0
flavor13,2015-04-03,0
flavor15,2015-04-03,0
flavor3,2015-04-04,0
flavor2,2015-04-04,0
flavor5,2015-04-04,0
flavor4,2015-04-04,0
flavor1,2015-04-04,0
flavor7,2015-04-04,0
flavor10,2015-04-04,0
flavor6,2015-04-04,0
flavor9,2015-04-04,0
flavor12,2015-04-04,0
flavor8,2015-04-04,0
flavor11,2015-04-04,0
flavor14,2015-04-04,0
flavor13,2015-04-04,0
flavor15,2015-04-04,0
flavor3,2015-04-05,1
flavor5,2015-04-05,10
flavor9,2015-04-05,2
flavor8,2015-04-05,3
flavor2,2015-04-05,0
flavor4,2015-04-05,0
flavor1,2015-04-05,0
flavor7,2015-04-05,0
flavor10,2015-04-05,0
flavor6,2015-04-05,0
flavor12,2015-04-05,0
flavor11,2015-04-05,0
flavor14,2015-04-05,0
flavor13,2015-04-05,0
flavor15,2015-04-05,0
flavor6,2015-04-06,1
flavor9,2015-04-06,2
flavor8,2015-04-06,2
flavor3,2015-04-06,0
flavor2,2015-04-06,0
flavor5,2015-04-06,0
flavor4,2015-04-06,0
flavor1,2015-04-06,0
flavor7,2015-04-06,0
flavor10,2015-04-06,0
flavor12,2015-04-06,0
flavor11,2015-04-06,0
flavor14,2015-04-06,0
flavor13,2015-04-06,0
flavor15,2015-04-06,0
flavor14,2015-04-07,3
flavor4,2015-04-07,1
flavor6,2015-04-07,1
flavor8,2015-04-07,1
flavor3,2015-04-07,0
flavor2,2015-04-07,0
flavor5,2015-04-07,0
flavor1,2015-04-07,0
flavor7,2015-04-07,0
flavor10,2015-04-07,0
flavor9,2015-04-07,0
flavor12,2015-04-07,0
flavor11,2015-04-07,0
flavor13,2015-04-07,0
flavor15,2015-04-07,0
flavor3,2015-04-08,1
flavor15,2015-04-08,2
flavor1,2015-04-08,1
flavor9,2015-04-08,1
flavor8,2015-04-08,3
flavor2,2015-04-08,0
flavor5,2015-04-08,0
flavor4,2015-04-08,0
flavor7,2015-04-08,0
flavor10,2015-04-08,0
flavor6,2015-04-08,0
flavor12,2015-04-08,0
flavor11,2015-04-08,0
flavor14,2015-04-08,0
flavor13,2015-04-08,0
flavor3,2015-04-09,2
flavor7,2015-04-09,1
flavor6,2015-04-09,1
flavor11,2015-04-09,2
flavor2,2015-04-09,0
flavor5,2015-04-09,0
flavor4,2015-04-09,0
flavor1,2015-04-09,0
flavor10,2015-04-09,0
flavor9,2015-04-09,0
flavor12,2015-04-09,0
flavor8,2015-04-09,0
flavor14,2015-04-09,0
flavor13,2015-04-09,0
flavor15,2015-04-09,0
flavor9,2015-04-10,2
flavor12,2015-04-10,2
flavor3,2015-04-10,0
flavor2,2015-04-10,0
flavor5,2015-04-10,0
flavor4,2015-04-10,0
flavor1,2015-04-10,0
flavor7,2015-04-10,0
flavor10,2015-04-10,0
flavor6,2015-04-10,0
flavor8,2015-04-10,0
flavor11,2015-04-10,0
flavor14,2015-04-10,0
flavor13,2015-04-10,0
flavor15,2015-04-10,0
flavor5,2015-04-11,3
flavor12,2015-04-11,1
flavor8,2015-04-11,1
flavor3,2015-04-11,0
flavor2,2015-04-11,0
flavor4,2015-04-11,0
flavor1,2015-04-11,0
flavor7,2015-04-11,0
flavor10,2015-04-11,0
flavor6,2015-04-11,0
flavor9,2015-04-11,0
flavor11,2015-04-11,0
flavor14,2015-04-11,0
flavor13,2015-04-11,0
flavor15,2015-04-11,0
flavor5,2015-04-12,1
flavor9,2015-04-12,2
flavor11,2015-04-12,1
flavor3,2015-04-12,0
flavor2,2015-04-12,0
flavor4,2015-04-12,0
flavor1,2015-04-12,0
flavor7,2015-04-12,0
flavor10,2015-04-12,0
flavor6,2015-04-12,0
flavor12,2015-04-12,0
flavor8,2015-04-12,0
flavor14,2015-04-12,0
flavor13,2015-04-12,0
flavor15,2015-04-12,0
flavor2,2015-04-13,1
flavor4,2015-04-13,1
flavor9,2015-04-13,2
flavor11,2015-04-13,1
flavor8,2015-04-13,2
flavor3,2015-04-13,0
flavor5,2015-04-13,0
flavor1,2015-04-13,0
flavor7,2015-04-13,0
flavor10,2015-04-13,0
flavor6,2015-04-13,0
flavor12,2015-04-13,0
flavor14,2015-04-13,0
flavor13,2015-04-13,0
flavor15,2015-04-13,0
flavor3,2015-04-14,1
flavor4,2015-04-14,1
flavor6,2015-04-14,1
flavor11,2015-04-14,3
flavor8,2015-04-14,1
flavor22,2015-04-14,1
flavor2,2015-04-14,0
flavor5,2015-04-14,0
flavor1,2015-04-14,0
flavor7,2015-04-14,0
flavor10,2015-04-14,0
flavor9,2015-04-14,0
flavor12,2015-04-14,0
flavor14,2015-04-14,0
flavor13,2015-04-14,0
flavor15,2015-04-14,0
flavor5,2015-04-15,4
flavor3,2015-04-15,0
flavor2,2015-04-15,0
flavor4,2015-04-15,0
flavor1,2015-04-15,0
flavor7,2015-04-15,0
flavor10,2015-04-15,0
flavor6,2015-04-15,0
flavor9,2015-04-15,0
flavor12,2015-04-15,0
flavor8,2015-04-15,0
flavor11,2015-04-15,0
flavor14,2015-04-15,0
flavor13,2015-04-15,0
flavor15,2015-04-15,0
flavor8,2015-04-16,14
flavor3,2015-04-16,0
flavor2,2015-04-16,0
flavor5,2015-04-16,0
flavor4,2015-04-16,0
flavor1,2015-04-16,0
flavor7,2015-04-16,0
flavor10,2015-04-16,0
flavor6,2015-04-16,0
flavor9,2015-04-16,0
flavor12,2015-04-16,0
flavor11,2015-04-16,0
flavor14,2015-04-16,0
flavor13,2015-04-16,0
flavor15,2015-04-16,0
flavor10,2015-04-17,1
flavor6,2015-04-17,1
flavor8,2015-04-17,10
flavor3,2015-04-17,0
flavor2,2015-04-17,0
flavor5,2015-04-17,0
flavor4,2015-04-17,0
flavor1,2015-04-17,0
flavor7,2015-04-17,0
flavor9,2015-04-17,0
flavor12,2015-04-17,0
flavor11,2015-04-17,0
flavor14,2015-04-17,0
flavor13,2015-04-17,0
flavor15,2015-04-17,0
flavor3,2015-04-18,0
flavor2,2015-04-18,0
flavor5,2015-04-18,0
flavor4,2015-04-18,0
flavor1,2015-04-18,0
flavor7,2015-04-18,0
flavor10,2015-04-18,0
flavor6,2015-04-18,0
flavor9,2015-04-18,0
flavor12,2015-04-18,0
flavor8,2015-04-18,0
flavor11,2015-04-18,0
flavor14,2015-04-18,0
flavor13,2015-04-18,0
flavor15,2015-04-18,0
flavor8,2015-04-19,3
flavor3,2015-04-19,0
flavor2,2015-04-19,0
flavor5,2015-04-19,0
flavor4,2015-04-19,0
flavor1,2015-04-19,0
flavor7,2015-04-19,0
flavor10,2015-04-19,0
flavor6,2015-04-19,0
flavor9,2015-04-19,0
flavor12,2015-04-19,0
flavor11,2015-04-19,0
flavor14,2015-04-19,0
flavor13,2015-04-19,0
flavor15,2015-04-19,0
flavor2,2015-04-20,1
flavor5,2015-04-20,1
flavor9,2015-04-20,1
flavor11,2015-04-20,2
flavor3,2015-04-20,0
flavor4,2015-04-20,0
flavor1,2015-04-20,0
flavor7,2015-04-20,0
flavor10,2015-04-20,0
flavor6,2015-04-20,0
flavor12,2015-04-20,0
flavor8,2015-04-20,0
flavor14,2015-04-20,0
flavor13,2015-04-20,0
flavor15,2015-04-20,0
flavor2,2015-04-21,8
flavor5,2015-04-21,2
flavor7,2015-04-21,1
flavor11,2015-04-21,1
flavor8,2015-04-21,3
flavor3,2015-04-21,0
flavor4,2015-04-21,0
flavor1,2015-04-21,0
flavor10,2015-04-21,0
flavor6,2015-04-21,0
flavor9,2015-04-21,0
flavor12,2015-04-21,0
flavor14,2015-04-21,0
flavor13,2015-04-21,0
flavor15,2015-04-21,0
flavor14,2015-04-22,1
flavor2,2015-04-22,8
flavor6,2015-04-22,1
flavor8,2015-04-22,2
flavor11,2015-04-22,2
flavor3,2015-04-22,0
flavor5,2015-04-22,0
flavor4,2015-04-22,0
flavor1,2015-04-22,0
flavor7,2015-04-22,0
flavor10,2015-04-22,0
flavor9,2015-04-22,0
flavor12,2015-04-22,0
flavor13,2015-04-22,0
flavor15,2015-04-22,0
flavor14,2015-04-23,1
flavor22,2015-04-23,1
flavor3,2015-04-23,0
flavor2,2015-04-23,0
flavor5,2015-04-23,0
flavor4,2015-04-23,0
flavor1,2015-04-23,0
flavor7,2015-04-23,0
flavor10,2015-04-23,0
flavor6,2015-04-23,0
flavor9,2015-04-23,0
flavor12,2015-04-23,0
flavor8,2015-04-23,0
flavor11,2015-04-23,0
flavor13,2015-04-23,0
flavor15,2015-04-23,0
flavor1,2015-04-24,1
flavor8,2015-04-24,7
flavor11,2015-04-24,5
flavor3,2015-04-24,0
flavor2,2015-04-24,0
flavor5,2015-04-24,0
flavor4,2015-04-24,0
flavor7,2015-04-24,0
flavor10,2015-04-24,0
flavor6,2015-04-24,0
flavor9,2015-04-24,0
flavor12,2015-04-24,0
flavor14,2015-04-24,0
flavor13,2015-04-24,0
flavor15,2015-04-24,0
flavor4,2015-04-25,1
flavor8,2015-04-25,1
flavor3,2015-04-25,0
flavor2,2015-04-25,0
flavor5,2015-04-25,0
flavor1,2015-04-25,0
flavor7,2015-04-25,0
flavor10,2015-04-25,0
flavor6,2015-04-25,0
flavor9,2015-04-25,0
flavor12,2015-04-25,0
flavor11,2015-04-25,0
flavor14,2015-04-25,0
flavor13,2015-04-25,0
flavor15,2015-04-25,0
flavor14,2015-04-26,1
flavor15,2015-04-26,1
flavor8,2015-04-26,24
flavor3,2015-04-26,0
flavor2,2015-04-26,0
flavor5,2015-04-26,0
flavor4,2015-04-26,0
flavor1,2015-04-26,0
flavor7,2015-04-26,0
flavor10,2015-04-26,0
flavor6,2015-04-26,0
flavor9,2015-04-26,0
flavor12,2015-04-26,0
flavor11,2015-04-26,0
flavor13,2015-04-26,0
flavor2,2015-04-27,2
flavor5,2015-04-27,8
flavor6,2015-04-27,5
flavor12,2015-04-27,1
flavor8,2015-04-27,3
flavor3,2015-04-27,0
flavor4,2015-04-27,0
flavor1,2015-04-27,0
flavor7,2015-04-27,0
flavor10,2015-04-27,0
flavor9,2015-04-27,0
flavor11,2015-04-27,0
flavor14,2015-04-27,0
flavor13,2015-04-27,0
flavor15,2015-04-27,0
flavor14,2015-04-28,21
flavor5,2015-04-28,1
flavor17,2015-04-28,8
flavor1,2015-04-28,1
flavor7,2015-04-28,1
flavor9,2015-04-28,1
flavor11,2015-04-28,4
flavor8,2015-04-28,3
flavor3,2015-04-28,0
flavor2,2015-04-28,0
flavor4,2015-04-28,0
flavor10,2015-04-28,0
flavor6,2015-04-28,0
flavor12,2015-04-28,0
flavor13,2015-04-28,0
flavor15,2015-04-28,0
flavor14,2015-04-29,3
flavor11,2015-04-29,1
flavor22,2015-04-29,1
flavor8,2015-04-29,1
flavor3,2015-04-29,0
flavor2,2015-04-29,0
flavor5,2015-04-29,0
flavor4,2015-04-29,0
flavor1,2015-04-29,0
flavor7,2015-04-29,0
flavor10,2015-04-29,0
flavor6,2015-04-29,0
flavor9,2015-04-29,0
flavor12,2015-04-29,0
flavor13,2015-04-29,0
flavor15,2015-04-29,0
flavor14,2015-04-30,3
flavor2,2015-04-30,4
flavor5,2015-04-30,2
flavor4,2015-04-30,2
flavor1,2015-04-30,2
flavor6,2015-04-30,1
flavor12,2015-04-30,2
flavor11,2015-04-30,1
flavor8,2015-04-30,1
flavor3,2015-04-30,0
flavor7,2015-04-30,0
flavor10,2015-04-30,0
flavor9,2015-04-30,0
flavor13,2015-04-30,0
flavor15,2015-04-30,0
flavor3,2015-05-01,0
flavor2,2015-05-01,0
flavor5,2015-05-01,0
flavor4,2015-05-01,0
flavor1,2015-05-01,0
flavor7,2015-05-01,0
flavor10,2015-05-01,0
flavor6,2015-05-01,0
flavor9,2015-05-01,0
flavor12,2015-05-01,0
flavor8,2015-05-01,0
flavor11,2015-05-01,0
flavor14,2015-05-01,0
flavor13,2015-05-01,0
flavor15,2015-05-01,0
flavor3,2015-05-02,0
flavor2,2015-05-02,0
flavor5,2015-05-02,0
flavor4,2015-05-02,0
flavor1,2015-05-02,0
flavor7,2015-05-02,0
flavor10,2015-05-02,0
flavor6,2015-05-02,0
flavor9,2015-05-02,0
flavor12,2015-05-02,0
flavor8,2015-05-02,0
flavor11,2015-05-02,0
flavor14,2015-05-02,0
flavor13,2015-05-02,0
flavor15,2015-05-02,0
flavor3,2015-05-03,0
flavor2,2015-05-03,0
flavor5,2015-05-03,0
flavor4,2015-05-03,0
flavor1,2015-05-03,0
flavor7,2015-05-03,0
flavor10,2015-05-03,0
flavor6,2015-05-03,0
flavor9,2015-05-03,0
flavor12,2015-05-03,0
flavor8,2015-05-03,0
flavor11,2015-05-03,0
flavor14,2015-05-03,0
flavor13,2015-05-03,0
flavor15,2015-05-03,0
flavor14,2015-05-04,17
flavor2,2015-05-04,4
flavor9,2015-05-04,11
flavor11,2015-05-04,1
flavor3,2015-05-04,0
flavor5,2015-05-04,0
flavor4,2015-05-04,0
flavor1,2015-05-04,0
flavor7,2015-05-04,0
flavor10,2015-05-04,0
flavor6,2015-05-04,0
flavor12,2015-05-04,0
flavor8,2015-05-04,0
flavor13,2015-05-04,0
flavor15,2015-05-04,0
flavor5,2015-05-05,4
flavor17,2015-05-05,1
flavor7,2015-05-05,3
flavor6,2015-05-05,2
flavor8,2015-05-05,1
flavor3,2015-05-05,0
flavor2,2015-05-05,0
flavor4,2015-05-05,0
flavor1,2015-05-05,0
flavor10,2015-05-05,0
flavor9,2015-05-05,0
flavor12,2015-05-05,0
flavor11,2015-05-05,0
flavor14,2015-05-05,0
flavor13,2015-05-05,0
flavor15,2015-05-05,0
flavor2,2015-05-06,8
flavor5,2015-05-06,1
flavor1,2015-05-06,1
flavor7,2015-05-06,2
flavor3,2015-05-06,0
flavor4,2015-05-06,0
flavor10,2015-05-06,0
flavor6,2015-05-06,0
flavor9,2015-05-06,0
flavor12,2015-05-06,0
flavor8,2015-05-06,0
flavor11,2015-05-06,0
flavor14,2015-05-06,0
flavor13,2015-05-06,0
flavor15,2015-05-06,0
flavor3,2015-05-07,1
flavor2,2015-05-07,4
flavor4,2015-05-07,1
flavor8,2015-05-07,1
flavor5,2015-05-07,0
flavor1,2015-05-07,0
flavor7,2015-05-07,0
flavor10,2015-05-07,0
flavor6,2015-05-07,0
flavor9,2015-05-07,0
flavor12,2015-05-07,0
flavor11,2015-05-07,0
flavor14,2015-05-07,0
flavor13,2015-05-07,0
flavor15,2015-05-07,0
flavor2,2015-05-08,4
flavor6,2015-05-08,1
flavor3,2015-05-08,0
flavor5,2015-05-08,0
flavor4,2015-05-08,0
flavor1,2015-05-08,0
flavor7,2015-05-08,0
flavor10,2015-05-08,0
flavor9,2015-05-08,0
flavor12,2015-05-08,0
flavor8,2015-05-08,0
flavor11,2015-05-08,0
flavor14,2015-05-08,0
flavor13,2015-05-08,0
flavor15,2015-05-08,0
flavor3,2015-05-09,1
flavor9,2015-05-09,1
flavor2,2015-05-09,0
flavor5,2015-05-09,0
flavor4,2015-05-09,0
flavor1,2015-05-09,0
flavor7,2015-05-09,0
flavor10,2015-05-09,0
flavor6,2015-05-09,0
flavor12,2015-05-09,0
flavor8,2015-05-09,0
flavor11,2015-05-09,0
flavor14,2015-05-09,0
flavor13,2015-05-09,0
flavor15,2015-05-09,0
flavor9,2015-05-10,1
flavor3,2015-05-10,0
flavor2,2015-05-10,0
flavor5,2015-05-10,0
flavor4,2015-05-10,0
flavor1,2015-05-10,0
flavor7,2015-05-10,0
flavor10,2015-05-10,0
flavor6,2015-05-10,0
flavor12,2015-05-10,0
flavor8,2015-05-10,0
flavor11,2015-05-10,0
flavor14,2015-05-10,0
flavor13,2015-05-10,0
flavor15,2015-05-10,0
flavor2,2015-05-11,1
flavor5,2015-05-11,5
flavor4,2015-05-11,1
flavor9,2015-05-11,4
flavor8,2015-05-11,7
flavor3,2015-05-11,0
flavor1,2015-05-11,0
flavor7,2015-05-11,0
flavor10,2015-05-11,0
flavor6,2015-05-11,0
flavor12,2015-05-11,0
flavor11,2015-05-11,0
flavor14,2015-05-11,0
flavor13,2015-05-11,0
flavor15,2015-05-11,0
flavor14,2015-05-12,1
flavor5,2015-05-12,8
flavor6,2015-05-12,6
flavor8,2015-05-12,12
flavor3,2015-05-12,0
flavor2,2015-05-12,0
flavor4,2015-05-12,0
flavor1,2015-05-12,0
flavor7,2015-05-12,0
flavor10,2015-05-12,0
flavor9,2015-05-12,0
flavor12,2015-05-12,0
flavor11,2015-05-12,0
flavor13,2015-05-12,0
flavor15,2015-05-12,0
flavor2,2015-05-13,7
